id_A,id_B,predicted_match,hotel_name,address,city,country,latitude,longitude,rating,reviews_count,enriched_category_stars,enriched_review_score,enriched_amenities
A00165,B00154,1,Inn Central,"Avenue Europa, 5371",Rio de Janeiro,BR,-22.882317,-43.168692,4.2,811.0,5.0,7.2,"parking, wifi, air_conditioning, pet_friendly"
A00173,B00162,1,Suites Liberdade,Rua Europa 5627,Rio de Janeiro,BR,-22.920511,-43.153008,3.4,939.0,4.0,8.8,"bar, pet_friendly, spa, restaurant, pool"
A00176,B00165,1,Grand Copacabana II,"Pça. Central, 8358",Rio de Janeiro,BR,-22.89045,-43.146592,4.4,401.0,3.0,9.0,"air_conditioning, spa, gym, parking, wifi"
A00184,B00173,1,Palace Paulista Saint,"Street da República, 3592",Rio de Janeiro,BR,-22.979394,-43.098917,2.3,645.0,3.0,9.4,"wifi, parking, pool, restaurant, air_conditioning, spa"
A00195,B00184,1,Suites Seine II,"Rua Liberdade, 2990",Rio de Janeiro,BR,-22.880564,-43.167354,4.3,178.0,5.0,8.7,"air_conditioning, restaurant, pet_friendly, bar, parking, spa"
A00199,B00188,1,Residency Seine Boutique,Praça Augusta 146,Rio de Janeiro,BR,-22.918995,-43.224658,3.7,248.0,3.0,8.4,"wifi, bar, parking, air_conditioning, spa, restaurant"
A00200,B00189,1,Inn Copacabana,"Avenue Paulista, 631",Rio de Janeiro,BR,-22.940372,-43.214741,3.6,289.0,4.0,7.3,"restaurant, pet_friendly, bar, wifi, spa, parking"
A00214,B00203,1,Grand Hotel Copacabana II,"Avenue da República, 8124",Rio de Janeiro,BR,-22.873821,-43.155147,4.6,1026.0,5.0,8.8,"wifi, air_conditioning, pool, parking, bar"
A00216,B00205,1,Residency Liberdade,"Praça Europa, 8755",Rio de Janeiro,BR,-22.896596,-43.203745,3.9,785.0,4.0,7.8,"air_conditioning, pool, pet_friendly, parking"
A00224,B00213,1,Palace Lumière II & Spa,"R. da Sé, 7354",Rio de Janeiro,BR,-22.926629,-43.141498,4.4,434.0,5.0,9.4,"spa, parking, restaurant, gym"
A00225,B00214,1,Residency Central,"Avenue Europa, 7379",Rio de Janeiro,BR,-22.949958,-43.277028,4.4,601.0,4.0,7.4,"bar, wifi, gym, parking, air_conditioning, spa"
A00228,B00217,1,Pousada Liberdade,Pça. dos Andradas 3391,Rio de Janeiro,BR,-22.85809,-43.13052,4.0,900.0,4.0,9.5,"restaurant, spa, pet_friendly, wifi, parking, pool"
A00238,B00227,1,Suites Cathedral,"Praça Copacabana, 6745",Rio de Janeiro,BR,-22.9207,-43.21389,4.0,415.0,3.0,9.1,"parking, pool, wifi, air_conditioning, pet_friendly"
A00243,B00232,1,Grand Hotel Europa,"Avenida Paulista, 3832",Rio de Janeiro,BR,-22.936381,-43.191282,3.5,1.0,5.0,7.5,"bar, parking, spa, pool, pet_friendly, restaurant"
A00258,B00247,1,Grand  Augusta II,"Street Copacabana, 3745",Rio de Janeiro,BR,-22.903983,-43.209905,4.6,542.0,5.0,8.2,"gym, wifi, pool"
A00261,B00250,1,Residency Seine,"Rua Central, 9429",Rio de Janeiro,BR,-22.866146,-43.106452,4.8,704.0,5.0,7.7,"pool, gym, bar, restaurant"
A00290,B00279,1,Inn Lumière Saint,"Avenue Copacabana, 8681",Rio de Janeiro,BR,-22.941185,-43.050535,4.3,372.0,5.0,8.6,"air_conditioning, pool, restaurant, pet_friendly"
A00293,B00282,1,Grand Hotel Seine II,"Praça dos Andradas, 1933",Rio de Janeiro,BR,-22.980505,-43.185182,3.8,638.0,4.0,8.2,"spa, air_conditioning, gym, pool, pet_friendly"
A00307,B00296,1,Residency Augusta,"Praça dos Andradas, 2973",Rio de Janeiro,BR,-22.883163,-43.166198,4.4,267.0,3.0,9.3,"bar, gym, parking, restaurant, pet_friendly, air_conditioning"
A00309,B00298,1,Hotel Europa II,"Rua da República, 3803",Rio de Janeiro,BR,-22.950668,-43.201029,2.9,419.0,5.0,8.5,"air_conditioning, parking, pet_friendly, wifi"
A00312,B00301,1,Palace Lumière Saint,"Avenue da República, 8561",Rio de Janeiro,BR,-22.912987,-43.179917,4.1,716.0,4.0,8.8,"restaurant, parking, wifi"
A00322,B00311,1,Hotel Liberdade Saint,"Avenue Paulista, 817",Rio de Janeiro,BR,-22.912305,-43.208764,4.9,689.0,3.0,7.9,"spa, bar, air_conditioning, wifi"
A00323,B00312,1,Grand Gaudí II,"Rua das Flores, 6812",Rio de Janeiro,BR,-22.918721,-43.088123,4.0,603.0,5.0,9.3,"gym, restaurant, pet_friendly, pool, wifi, bar"
A00334,B00323,1,Suites Lumière,"Avenue dos Andradas, 8093",Rio de Janeiro,BR,-22.897687,-43.190285,4.5,747.0,3.0,9.7,"restaurant, pet_friendly, parking"
A00344,B00333,1,Palace Liberdade II,"Avenida Copacabana, 1547",Rio de Janeiro,BR,-22.967806,-43.18495,3.6,521.0,3.0,8.7,"bar, wifi, air_conditioning"
A00345,B00334,1,Grand Hotel Augusta Saint Boutique,"Street Liberdade, 6629",Rio de Janeiro,BR,-22.929452,-43.19322,3.3,675.0,4.0,9.6,"pool, parking, gym, air_conditioning"
A00358,B00347,1,Hotel Paulista Saint,"Rua da Sé, 7000",Rio de Janeiro,BR,-22.905884,-43.159781,4.0,559.0,4.0,8.9,"air_conditioning, bar, restaurant, spa, pool, pet_friendly"
A00368,B00357,1,Palace Paulista Saint,"Rua Liberdade, 1074",Rio de Janeiro,BR,-22.963577,-43.257846,4.8,934.0,3.0,9.4,"wifi, parking, pool, restaurant, air_conditioning, spa"
A00382,B00371,1,Pousada Central,"Street Augusta, 2582",Rio de Janeiro,BR,-22.944435,-43.189695,4.6,209.0,5.0,7.8,"parking, spa, pet_friendly, restaurant, bar, air_conditioning"
A00388,B00377,1, Copacabana,"Street Copacabana, 4884",Rio de Janeiro,BR,-22.838014,-43.277911,3.8,256.0,5.0,9.1,"pool, gym, spa"
A00398,B00387,1,Pousada Europa & Spa,"Rua Central, 3893",Rio de Janeiro,BR,-22.935377,-43.126437,4.1,612.0,3.0,9.7,"parking, wifi, bar, pool, air_conditioning"
A00092,B00081,1,Inn Paulista,Praça Augusta 7997,Madrid,ES,40.423421,-3.706885,4.0,784.0,5.0,9.6,"pet_friendly, spa, wifi, air_conditioning, parking"
A00105,B00094,1,Residency Gaudí Saint,"Avenue Europa, 2157",Madrid,ES,40.50898,-3.68218,4.1,565.0,4.0,7.2,"air_conditioning, gym, pet_friendly"
A00121,B00110,1,Residency Lumière II,"Avenida da República, 8718",Madrid,ES,40.510734,-3.687204,4.4,199.0,4.0,7.8,"wifi, pet_friendly, parking"
A00131,B00120,1,Suites Paulista Saint,"Rua Central, 4671",Madrid,ES,40.359691,-3.783282,3.6,500.0,5.0,7.3,"air_conditioning, restaurant, parking"
A00144,B00133,1,Hotel Cathedral,Avenue Liberdade 4243,Madrid,ES,40.335758,-3.613277,3.4,243.0,5.0,8.7,"restaurant, spa, wifi, parking, pool"
A00146,B00135,1,Pousada Augusta II,"Rua Europa, 1388",Madrid,ES,40.434808,-3.698071,3.3,434.0,3.0,9.4,"gym, air_conditioning, pool, bar, spa"
A00158,B00147,1,Pousada Seine II Boutique,"Avenue Copacabana, 4347",Madrid,ES,40.394936,-3.630906,5.0,405.0,3.0,8.5,"air_conditioning, restaurant, wifi, pet_friendly, gym"
A00169,B00158,1,Residency Copacabana,"Rua Central, 9883",Madrid,ES,40.351516,-3.66351,4.7,1147.0,5.0,8.4,"pool, spa, bar, restaurant, parking"
A00179,B00168,1,Hotel Copacabana,"Avenida Augusta, 5384",Madrid,ES,40.471925,-3.726441,4.8,645.0,4.0,9.5,"air_conditioning, gym, parking, bar, restaurant, spa"
A00193,B00182,1,Hotel Cathedral St. Boutique,"Praça Paulista, 1389",Madrid,ES,40.426488,-3.750702,3.3,1.0,3.0,7.8,"air_conditioning, gym, restaurant, pool, parking, pet_friendly"
A00201,B00190,1,Pousada Seine,"Ave Central, 1101",Madrid,ES,40.435812,-3.701495,4.3,194.0,4.0,7.8,"bar, parking, wifi, spa, air_conditioning"
A00204,B00193,1,Palace Gaudí Saint,"Avenida Central, 208",Madrid,ES,40.30086,-3.726466,3.6,764.0,3.0,8.9,"restaurant, wifi, air_conditioning"
A00213,B00202,1,Palace Central II,"Avenida Paulista, 6165",Madrid,ES,40.480137,-3.755085,2.9,338.0,5.0,9.5,"restaurant, pet_friendly, wifi"
A00232,B00221,1,Hotel Europa II,"Avenue Augusta, 8896",Madrid,ES,40.417315,-3.610665,4.9,413.0,4.0,9.3,"pet_friendly, air_conditioning, spa, gym, wifi"
A00235,B00224,1,Hotel Europa,"Rua Paulista, 6589",Madrid,ES,40.400895,-3.725425,4.6,342.0,4.0,9.1,"bar, restaurant, gym"
A00251,B00240,1,Inn Lumière II,"Rua das Flores, 7805",Madrid,ES,40.456647,-3.734317,4.3,292.0,5.0,9.5,"parking, pet_friendly, restaurant, spa"
A00256,B00245,1,Grand Hotel Paulista,"Avenida das Flores, 4876",Madrid,ES,40.411195,-3.777423,3.3,1.0,4.0,8.3,"spa, pool, pet_friendly"
A00271,B00260,1,Pousada Gaudí Saint,"Rua Liberdade, 3826",Madrid,ES,40.41718,-3.651579,5.0,70.0,4.0,8.8,"pool, bar, restaurant"
A00272,B00261,1,Pousada Liberdade II,"R. das Flores, 2842",Madrid,ES,40.456257,-3.676508,3.8,670.0,5.0,9.4,"spa, pool, wifi, gym, parking"
A00284,B00273,1,Palace Augusta Saint,Praça dos Andradas 4425,Madrid,ES,40.404772,-3.683473,4.7,981.0,4.0,8.5,"spa, restaurant, bar, wifi, pet_friendly"
A00305,B00294,1,Paulista Boutique,"Avenue da República, 1904",Madrid,ES,40.325283,-3.679667,5.0,44.0,5.0,7.5,"air_conditioning, restaurant, pet_friendly, bar"
A00308,B00297,1,Suites Liberdade,"Praça Copacabana, 4069",Madrid,ES,40.423256,-3.73341,3.3,113.0,3.0,8.8,"air_conditioning, bar, spa, pool"
A00316,B00305,1,Pousada Seine & Spa,"Avenue dos Andradas, 6916",Madrid,ES,40.467602,-3.748716,4.1,410.0,3.0,9.5,"pet_friendly, parking, spa, bar"
A00332,B00321,1,Palace Seine II,"Street da República, 923",Madrid,ES,40.460391,-3.762048,4.5,713.0,5.0,7.4,"pool, gym, spa"
A00371,B00360,1,Residency Seine,"Praça Europa, 7120",Madrid,ES,40.406463,-3.705036,3.6,830.0,4.0,8.5,"air_conditioning, parking, wifi"
A00373,B00362,1,Palace Central,Rua Augusta 7702,Madrid,ES,40.494931,-3.772679,5.0,434.0,5.0,8.9,"bar, restaurant, air_conditioning, wifi, parking, pool"
A00432,B00421,1,Grand Hotel Europa,"Street da Sé, 8882",Madrid,ES,40.543873,-3.686345,4.8,405.0,4.0,8.0,"wifi, bar, parking, pet_friendly, gym"
A00433,B00422,1,Pousada Augusta Saint,"Praça Augusta, 5566",Madrid,ES,40.511663,-3.715095,3.6,440.0,5.0,8.1,"pool, air_conditioning, spa, restaurant, parking, wifi"
A00434,B00423,1,Grand Hotel Copacabana 2,"Avenida dos Andradas, 4814",Madrid,ES,40.467066,-3.717396,4.7,278.0,3.0,8.3,"bar, restaurant, air_conditioning, spa"
A00435,B00424,1,Suites Gaudí,"Avenue da Sé, 4436",Madrid,ES,40.439858,-3.656575,3.9,305.0,4.0,8.6,"bar, parking, air_conditioning, gym, pool, restaurant"
